144079,U40131@DOM1,C13218,C359
144100,U40269@DOM1,C14589,C231
144110,U40948@DOM1,C409,C1685
144118,U40649@DOM1,C18345,C359
144161,U40131@DOM1,C13218,C5900
144238,U40924@DOM1,C366,C706
144306,U40317@DOM1,C1493,C706
144364,U41149@DOM1,C709,C5030
144366,U41056@DOM1,C5763,C9884
144430,U40556@DOM1,C17614,C586
144430,U40557@DOM1,C17614,C586
144501,U40271@DOM1,C14592,C528
144606,U40072@DOM1,C12111,C706
144607,U40168@DOM1,C13638,C1685
144612,U40876@DOM1,C3163,C706
144612,U40876@DOM1,C3163,C1707
144715,U40545@DOM1,C17465,C1707
144738,U40911@DOM1,C3554,C1685
144812,U40350@DOM1,C15218,C231
144868,U40020@DOM1,C10904,C1685
144901,U40689@DOM1,C2166,C1003
144901,U40690@DOM1,C2166,C1003
144947,U40288@DOM1,C14744,C706
144947,U40288@DOM1,C14744,C1707
144947,U40289@DOM1,C14744,C1707
144961,U40128@DOM1,C13183,C743
144961,U40128@DOM1,C13183,C457
144994,U40059@DOM1,C11885,C706
145027,U41224@DOM1,C9535,C706
145106,U41064@DOM1,C5788,C359
145106,U41064@DOM1,C5788,C1685
145170,U40229@DOM1,C14280,C1685
145170,U40230@DOM1,C14280,C1685
145227,U40840@DOM1,C2760,C706
145230,U40303@DOM1,C14864,C1685
145260,U40035@DOM1,C11161,C5030
145307,U41225@DOM1,C9578,C706
145307,U41226@DOM1,C9578,C1685
145316,U40877@DOM1,C3165,C612
145452,U6115@DOM1,C12147,C231
145452,U6115@DOM1,C12147,C1707
145504,U41111@DOM1,C6346,C706
145539,U40103@DOM1,C12682,C5721
145599,U41038@DOM1,C5358,C1707
145729,U40691@DOM1,C21792,C11580
145737,U40032@DOM1,C11114,C529
145752,U40414@DOM1,C15802,C1707
145815,U40405@DOM1,C15722,C612
145816,U40367@DOM1,C15382,C3664
145816,U40368@DOM1,C15382,C3664
145844,U41225@DOM1,C9578,C1707
145844,U41226@DOM1,C9578,C359
145845,U41240@DOM1,C992,C706
145849,U40288@DOM1,C14744,C2174
145849,U40289@DOM1,C14744,C231
145849,U40289@DOM1,C14744,C706
145900,U40505@DOM1,C17065,C1685
145923,U40315@DOM1,C14917,C706
145945,U40813@DOM1,C2626,C467
145972,U40804@DOM1,C2573,C1065
145972,U40805@DOM1,C2573,C1065
145991,U40639@DOM1,C18255,C1685
145995,U41195@DOM1,C8774,C5030
145996,U40748@DOM1,C24057,C24057
146102,U40162@DOM1,C13574,C5030
146106,U41121@DOM1,C6503,C625
146106,U41122@DOM1,C6503,C625
146150,U40844@DOM1,C2772,C5030
146155,U40327@DOM1,C15005,C5136
146193,U40881@DOM1,C3235,C231
146215,U40288@DOM1,C14744,C467
146224,U40509@DOM1,C17082,C706
146235,U40791@DOM1,C25129,C1883
146235,U40791@DOM1,C25129,C1707
146235,U40792@DOM1,C25129,C1707
146235,U40792@DOM1,C25129,C1883
146255,U40938@DOM1,C3869,C5030
146339,U41063@DOM1,C5785,C359
146391,U40770@DOM1,C24710,C5730
146406,U41222@DOM1,C9426,C706
146454,U40319@DOM1,C14938,C359
146488,U40327@DOM1,C15005,C5030
146523,U40186@DOM1,C13911,C231
146524,U40470@DOM1,C16675,C1883
146560,U40795@DOM1,C2514,C706
146560,U40796@DOM1,C2514,C706
146565,U40465@DOM1,C16520,C706
146565,U40465@DOM1,C16520,C585
146579,U41155@DOM1,C7298,C5364
146763,U40555@DOM1,C17553,C5900
146763,U40555@DOM1,C17553,C1707
146806,U40422@DOM1,C15914,C586
146840,U40961@DOM1,C4233,C231
146877,U41198@DOM1,C881,C1065
146901,U40465@DOM1,C16520,C231
146929,U40203@DOM1,C14121,C706
146977,U40823@DOM1,C2668,C4222
146992,U40318@DOM1,C14938,C359
146992,U40318@DOM1,C14938,C5030
146992,U40319@DOM1,C14938,C706
147039,U40551@DOM1,C17536,C706
147067,U41006@DOM1,C484,C231
147067,U41006@DOM1,C484,C1065
147085,U40654@DOM1,C19,C1707
147096,U40193@DOM1,C13988,C231
147142,U40138@DOM1,C13303,C528
147195,U40418@DOM1,C15843,C706
147195,U40419@DOM1,C15843,C706
147260,U40176@DOM1,C13754,C529
147332,U40553@DOM1,C1754,C1707
147332,U40553@DOM1,C1754,C706
147346,U40103@DOM1,C12682,C231
147376,U40387@DOM1,C15604,C231
147486,U40161@DOM1,C1357,C467
147534,U748@DOM1,C23804,C359
147534,U40741@DOM1,C23804,C359
147570,U40663@DOM1,C194,C1707
147583,U40183@DOM1,C13907,C706
147655,U41206@DOM1,C8958,C5030
147663,U40476@DOM1,C16711,C1883
147663,U40477@DOM1,C16711,C1883
147663,U40725@DOM1,C23396,C5900
147663,U40725@DOM1,C23396,C1883
147665,U41210@DOM1,C9063,C359
147684,U40753@DOM1,C2428,C5030
147690,U40261@DOM1,C14527,C706
147701,U40969@DOM1,C4297,C706
147723,U40023@DOM1,C10952,C1685
147743,U40802@DOM1,C2548,C231
147743,U40802@DOM1,C2548,C528
147820,U40073@DOM1,C12135,C5720
147820,U40074@DOM1,C12135,C5720
147825,U40559@DOM1,C17680,C4222
147863,U40421@DOM1,C15913,C359
147877,U40932@DOM1,C3715,C706
147887,U40244@DOM1,C14445,C231
147935,U40288@DOM1,C14744,C231
147935,U40289@DOM1,C14744,C2174
147935,U40289@DOM1,C14744,C467
147935,U40807@DOM1,C2584,C612
147939,U40154@DOM1,C13519,C5720
148005,U41156@DOM1,C7298,C14258
148036,U40169@DOM1,C13661,C231
148038,U40561@DOM1,C17682,C706
148077,U40154@DOM1,C13519,C625
148080,U40176@DOM1,C13754,C586
148080,U40176@DOM1,C13754,C1685
148080,U40177@DOM1,C13754,C1685
148080,U40177@DOM1,C13754,C529
148080,U40251@DOM1,C14488,C2109
148105,U40694@DOM1,C22226,C1707
148170,U41187@DOM1,C8540,C222
148170,U41188@DOM1,C8540,C222
148177,U40701@DOM1,C22479,C22479
148224,U40729@DOM1,C23679,C23942
148224,U40730@DOM1,C23679,C23942
148294,U40996@DOM1,C4643,C5720
148294,U40996@DOM1,C4643,C1685
148305,U40975@DOM1,C4377,C612
148305,U40975@DOM1,C4377,C706
148319,U40700@DOM1,C22467,C1883
148319,U40700@DOM1,C22467,C1707
148414,U40049@DOM1,C11650,C11498
148425,U40972@DOM1,C4367,C5030
148448,U40177@DOM1,C13754,C612
148505,U40200@DOM1,C14053,C706
148511,U40713@DOM1,C2299,C231
148521,U41186@DOM1,C8483,C1503
148521,U41186@DOM1,C8483,C742
148527,U40555@DOM1,C17553,C1685
148634,U40773@DOM1,C2475,C1707
148641,U40798@DOM1,C253,C5030
148641,U40799@DOM1,C253,C706
148668,U40512@DOM1,C17090,C231
148668,U40512@DOM1,C17090,C706
148693,U40455@DOM1,C16247,C1707
148693,U40456@DOM1,C16247,C706
148713,U41023@DOM1,C5154,C5136
148713,U41023@DOM1,C5154,C1685
148762,U41145@DOM1,C7040,C5782
148762,U41146@DOM1,C7040,C5782
148772,U41052@DOM1,C5635,C1707
148772,U41053@DOM1,C5635,C1707
148785,U40369@DOM1,C15394,C706
148785,U40370@DOM1,C15394,C1707
148785,U40370@DOM1,C15394,C231
148878,U40280@DOM1,C14678,C467
148878,U40281@DOM1,C14678,C5030
149013,U40994@DOM1,C4618,C1685
149013,U40994@DOM1,C4618,C706
149013,U40994@DOM1,C4618,C1707
149013,U40995@DOM1,C4618,C706
149013,U40995@DOM1,C4618,C5030
149065,U41224@DOM1,C9535,C5721
149065,U41224@DOM1,C9535,C754
149133,U41019@DOM1,C5111,C1685
149190,U41226@DOM1,C9578,C1707
149199,U40126@DOM1,C13124,C706
149199,U40126@DOM1,C13124,C231
149260,U40170@DOM1,C13667,C706
149372,U40226@DOM1,C14253,C1707
149374,U40213@DOM1,C14204,C231
149374,U40213@DOM1,C14204,C1707
149449,U40866@DOM1,C3044,C1707
149449,U40866@DOM1,C3044,C231
149483,U41133@DOM1,C6857,C529
149499,U41216@DOM1,C9201,C1707
149509,U41232@DOM1,C9705,C706
149509,U41233@DOM1,C9705,C5030
149509,U41233@DOM1,C9705,C706
149514,U40728@DOM1,C23640,C1685
149538,U41096@DOM1,C5939,C612
149544,U40482@DOM1,C16828,C3812
149544,U40483@DOM1,C16828,C3812
149905,U41067@DOM1,C5794,C231
149927,U41041@DOM1,C5461,C5030
149927,U41042@DOM1,C5461,C706
149954,U40536@DOM1,C17338,C1707
149963,U41116@DOM1,C64,C231
149963,U41116@DOM1,C64,C1065
149963,U41116@DOM1,C64,C5030
149971,U40165@DOM1,C13629,C529
149975,U41067@DOM1,C5794,C528
149982,U40658@DOM1,C19131,C19131
150007,U40764@DOM1,C24637,C1707
150007,U40764@DOM1,C24637,C3028
150047,U40455@DOM1,C16247,C625
150062,U40315@DOM1,C14917,C359
150134,U40461@DOM1,C1645,C5030
150168,U40283@DOM1,C14692,C586
150193,U40352@DOM1,C15235,C528
150193,U40353@DOM1,C15235,C612
150195,U40353@DOM1,C15235,C625
150251,U40838@DOM1,C2749,C1685
150298,U40209@DOM1,C14190,C1685
150306,U40257@DOM1,C14519,C5030
150332,U41232@DOM1,C9705,C5030
150342,U40461@DOM1,C1645,C706
150361,U40212@DOM1,C14202,C467
150411,U40502@DOM1,C17043,C706
150411,U40503@DOM1,C17043,C706
150470,U40480@DOM1,C16825,C706
150470,U40480@DOM1,C16825,C231
150470,U40481@DOM1,C16825,C706
150470,U40481@DOM1,C16825,C529
150562,U40638@DOM1,C1823,C26873
150606,U40464@DOM1,C16520,C585
150727,U1723@DOM1,C16490,C706
150727,U1723@DOM1,C16490,C743
150777,U40159@DOM1,C13539,C586
150838,U40695@DOM1,C2229,C231
150885,U620@DOM1,C17693,C1003
150984,U40258@DOM1,C14519,C231
151021,U41178@DOM1,C831,C1707
151021,U41179@DOM1,C831,C5030
151021,U41179@DOM1,C831,C706
151036,U748@DOM1,C17693,C305
151088,U40189@DOM1,C13948,C528
151099,U40719@DOM1,C2320,C467
151161,U40021@DOM1,C10925,C528
151182,U40129@DOM1,C13190,C12837
151302,U40914@DOM1,C3591,C706
151302,U40915@DOM1,C3591,C5030
151443,U40913@DOM1,C3587,C1707
151443,U40913@DOM1,C3587,C706
151470,U40925@DOM1,C366,C231
151510,U40928@DOM1,C3666,C529
151569,U40994@DOM1,C4618,C231
151589,U40264@DOM1,C14540,C1707
151648,U748@DOM1,C17693,C728
151670,U40280@DOM1,C14678,C5030
151670,U40281@DOM1,C14678,C467
151768,U40243@DOM1,C14445,C528
151768,U40243@DOM1,C14445,C612
151780,U40988@DOM1,C4559,C706
151908,U40712@DOM1,C22976,C1685
151946,U40941@DOM1,C3990,C5030
151952,U40719@DOM1,C2320,C5136
151993,U6115@DOM1,C17693,C1173
152007,U40329@DOM1,C15007,C1685
152095,U40914@DOM1,C3591,C5030
152095,U40915@DOM1,C3591,C706
152106,U40002@DOM1,C10116,C1065
152106,U40003@DOM1,C10116,C1065
152133,U40848@DOM1,C282,C586
152140,U40865@DOM1,C3030,C706
152144,U40287@DOM1,C14713,C529
152144,U40287@DOM1,C14713,C1685
152152,U40336@DOM1,C15129,C467
152174,U40299@DOM1,C14818,C5030
152174,U40300@DOM1,C14818,C231
152174,U41241@DOM1,C9921,C5030
152242,U41132@DOM1,C6857,C231
152242,U41133@DOM1,C6857,C231
152272,U40227@DOM1,C14266,C1685
152410,U40173@DOM1,C13717,C1707
152462,U40550@DOM1,C17500,C706
152462,U40550@DOM1,C17500,C467
152483,U40843@DOM1,C2769,C1533
152797,U40756@DOM1,C2436,C231
152854,U40539@DOM1,C17400,C231
152879,U41092@DOM1,C5909,C2109
152944,U40906@DOM1,C354,C706
152944,U40906@DOM1,C354,C1707
152998,U41114@DOM1,C6367,C706
153058,U40251@DOM1,C14488,C612
153104,U40763@DOM1,C24637,C1685
153104,U40763@DOM1,C24637,C2091
153263,U41092@DOM1,C5909,C612
153354,U40394@DOM1,C15626,C2651
153538,U40166@DOM1,C13631,C359
153609,U41222@DOM1,C9426,C625
153636,U40065@DOM1,C12016,C5900
153643,U40562@DOM1,C17682,C5030
153677,U40204@DOM1,C14122,C612
153684,U40817@DOM1,C2662,C529
153684,U40818@DOM1,C2662,C529
153711,U41161@DOM1,C768,C1065
153711,U41162@DOM1,C768,C706
153786,U40469@DOM1,C16653,C706
153792,U636@DOM1,C17693,C294
153840,U41115@DOM1,C6367,C1707
153857,U40695@DOM1,C2229,C457
153877,U40225@DOM1,C14253,C1707
153878,U40824@DOM1,C26717,C1707
153878,U40824@DOM1,C26717,C1685
153878,U40824@DOM1,C26717,C1883
153882,U40343@DOM1,C15187,C5030
153882,U40343@DOM1,C15187,C1065
153882,U40344@DOM1,C15187,C529
153882,U40344@DOM1,C15187,C5030
153884,U40344@DOM1,C15187,C1065
153884,U40344@DOM1,C15187,C612
153909,U40803@DOM1,C2548,C5030
153939,U41240@DOM1,C992,C4222
153955,U40412@DOM1,C15767,C706
153984,U40461@DOM1,C1645,C231
154129,U40161@DOM1,C1357,C1685
154160,U40960@DOM1,C4232,C22529
154185,U41215@DOM1,C920,C528
154313,U40878@DOM1,C3165,C529
154342,U40268@DOM1,C14557,C5030
154342,U40268@DOM1,C14557,C706
154380,U40251@DOM1,C14488,C1065
154392,U40898@DOM1,C3457,C1707
154396,U40322@DOM1,C14984,C528
154398,U40352@DOM1,C15235,C1261
154398,U40353@DOM1,C15235,C529
154398,U40353@DOM1,C15235,C528
154413,U40148@DOM1,C13431,C5030
154475,U41022@DOM1,C515,C5030
154534,U40264@DOM1,C14540,C5030
154557,U40301@DOM1,C14856,C5030
154557,U40302@DOM1,C14856,C706
154721,U40355@DOM1,C15268,C231
154721,U40355@DOM1,C15268,C359
154759,U40022@DOM1,C10951,C2162
154898,U40369@DOM1,C15394,C5030
154898,U40381@DOM1,C15450,C2174
154907,U40054@DOM1,C11743,C1685
154907,U40055@DOM1,C11743,C1685
154912,U40456@DOM1,C16247,C1707
154952,U40968@DOM1,C4297,C706
154967,U40992@DOM1,C4616,C231
154967,U40992@DOM1,C4616,C706
155029,U40313@DOM1,C14907,C1707
155029,U40313@DOM1,C14907,C1065
155029,U40314@DOM1,C14907,C625
155068,U40651@DOM1,C18636,C1707
155219,U748@DOM1,C17693,C5693
155294,U41059@DOM1,C5774,C1685
155344,U41157@DOM1,C7312,C231
155345,U40940@DOM1,C3906,C231
155399,U748@DOM1,C17693,C152
155423,U40181@DOM1,C13898,C5030
155460,U748@DOM1,C17693,C2341
155489,U41089@DOM1,C5893,C2109
155551,U40284@DOM1,C14700,C231
155551,U40284@DOM1,C14700,C1685
155589,U40311@DOM1,C14903,C1685
155589,U40311@DOM1,C14903,C231
155591,U748@DOM1,C17693,C332
155616,U40971@DOM1,C436,C1685
155633,U40973@DOM1,C4367,C22529
155718,U40546@DOM1,C1748,C5030
155720,U41184@DOM1,C843,C1707
155794,U40634@DOM1,C18184,C18184
155795,U40962@DOM1,C4254,C743
155987,U40661@DOM1,C1936,C2079
156006,U40959@DOM1,C4232,C22529
156013,U40884@DOM1,C3260,C2109
156026,U40298@DOM1,C14809,C706
156206,U40459@DOM1,C16397,C706
156206,U40459@DOM1,C16397,C5640
156242,U40841@DOM1,C2760,C706
156279,U40389@DOM1,C15609,C706
156297,U40398@DOM1,C15644,C5030
156300,U41078@DOM1,C5834,C706
156346,U40206@DOM1,C14179,C706
156486,U41079@DOM1,C5834,C586
156509,U40241@DOM1,C14425,C1707
156515,U41078@DOM1,C5834,C467
156573,U40118@DOM1,C1295,C586
156588,U40799@DOM1,C253,C5030
156602,U41076@DOM1,C5828,C706
156602,U41077@DOM1,C5828,C231
156658,U748@DOM1,C17693,C4280
156707,U41216@DOM1,C9201,C1883
156844,U40504@DOM1,C17055,C1685
156864,U40114@DOM1,C12766,C529
157048,U40252@DOM1,C14494,C359
157194,U41234@DOM1,C9715,C231
157201,U40536@DOM1,C17338,C5640
157218,U40223@DOM1,C14247,C706
157218,U40224@DOM1,C14247,C754
157236,U41061@DOM1,C5782,C10293
157236,U41061@DOM1,C5782,C23722
157236,U41061@DOM1,C5782,C16062
157236,U41061@DOM1,C5782,C18234
157254,U40248@DOM1,C14477,C231
157254,U40249@DOM1,C14477,C1707
157274,U40122@DOM1,C1300,C586
157311,U40860@DOM1,C2989,C529
157398,U40086@DOM1,C12393,C5030
157398,U40087@DOM1,C12393,C231
157398,U40094@DOM1,C12427,C612
157416,U40328@DOM1,C15007,C467
157420,U40563@DOM1,C17731,C231
157420,U40563@DOM1,C17731,C706
157443,U40786@DOM1,C2496,C231
157483,U40037@DOM1,C11315,C706
157570,U40807@DOM1,C2584,C1707
157584,U40745@DOM1,C23931,C1208
157584,U40746@DOM1,C23931,C1707
157609,U40044@DOM1,C11455,C706
157626,U40231@DOM1,C14296,C359
157729,U40896@DOM1,C3444,C612
157729,U40896@DOM1,C3444,C586
157773,U40506@DOM1,C17076,C754
157773,U40506@DOM1,C17076,C2174
157773,U40507@DOM1,C17076,C231
157776,U40506@DOM1,C17076,C231
157877,U40733@DOM1,C23724,C1685
157877,U40734@DOM1,C23724,C1685
157880,U40279@DOM1,C14657,C467
157918,U40921@DOM1,C3629,C5030
157931,U40159@DOM1,C13539,C5030
157951,U41135@DOM1,C6897,C231
157957,U40508@DOM1,C17082,C706
158049,U40106@DOM1,C12707,C612
158049,U40107@DOM1,C12707,C529
158049,U40107@DOM1,C12707,C706
158056,U41149@DOM1,C709,C231
158256,U41029@DOM1,C5279,C706
158281,U40380@DOM1,C15445,C231
158284,U40558@DOM1,C17660,C1685
158317,U40897@DOM1,C3451,C754
158429,U40979@DOM1,C4513,C231
158429,U40979@DOM1,C4513,C706
158437,U40679@DOM1,C20312,C1685
158437,U40679@DOM1,C20312,C1707
158439,U40369@DOM1,C15394,C231
158439,U40370@DOM1,C15394,C706
158511,U40934@DOM1,C375,C706
158514,U40056@DOM1,C11768,C586
158555,U40969@DOM1,C4297,C231
158633,U40313@DOM1,C14907,C231
158659,U40292@DOM1,C14777,C706
158851,U40007@DOM1,C10529,C4407
158861,U40913@DOM1,C3587,C1065
158865,U40275@DOM1,C14640,C706
159009,U41039@DOM1,C5381,C625
159009,U41040@DOM1,C5381,C625
159023,U41218@DOM1,C9219,C441
159032,U41073@DOM1,C5817,C1707
159032,U41074@DOM1,C5817,C5782
159032,U41074@DOM1,C5817,C1707
159100,U40410@DOM1,C15753,C529
159103,U41001@DOM1,C4722,C706
159230,U41073@DOM1,C5817,C5782
159302,U40634@DOM1,C18184,C231
159336,U40017@DOM1,C10713,C5030
159461,U40706@DOM1,C22724,C4872
159479,U40854@DOM1,C2850,C612
159623,U40921@DOM1,C3629,C1707
159625,U40907@DOM1,C3544,C231
159625,U40908@DOM1,C3544,C528
159625,U40908@DOM1,C3544,C1707
159646,U40194@DOM1,C14014,C1707
159646,U40194@DOM1,C14014,C1685
159894,U41095@DOM1,C5913,C1685
159894,U41095@DOM1,C5913,C625
159954,U41157@DOM1,C7312,C706
159954,U41157@DOM1,C7312,C1707
159954,U41158@DOM1,C7312,C1707
159970,U41163@DOM1,C7863,C706
159991,U40747@DOM1,C23942,C23679
160010,U41094@DOM1,C5913,C1685
160010,U41095@DOM1,C5913,C1065
160119,U40838@DOM1,C2749,C706
160236,U41022@DOM1,C515,C231
160377,U41204@DOM1,C8951,C5782
160377,U41205@DOM1,C8951,C5782
160399,U40090@DOM1,C12414,C706
160399,U40090@DOM1,C12414,C231
160422,U40466@DOM1,C1653,C1200
160443,U40581@DOM1,C1787,C706
160457,U40062@DOM1,C11917,C1707
160522,U41004@DOM1,C4835,C231
160522,U41005@DOM1,C4835,C706
160548,U40124@DOM1,C13023,C1707
160558,U40844@DOM1,C2772,C1883
160602,U41194@DOM1,C8768,C5782
160603,U41194@DOM1,C8768,C26517
160723,U40382@DOM1,C15498,C5030
160763,U40117@DOM1,C12943,C528
160795,U41231@DOM1,C9696,C706
160826,U40726@DOM1,C23412,C359
160826,U40727@DOM1,C23412,C359
160826,U40727@DOM1,C23412,C1685
160851,U40366@DOM1,C15370,C612
160851,U40366@DOM1,C15370,C1685
160861,U40091@DOM1,C12423,C231
160937,U40997@DOM1,C4651,C586
160980,U40685@DOM1,C21561,C21561
161084,U40061@DOM1,C1191,C419
161121,U41088@DOM1,C5892,C457
161121,U41088@DOM1,C5892,C1685
161170,U40037@DOM1,C11315,C231
161174,U40813@DOM1,C2626,C743
161226,U40854@DOM1,C2850,C231
161380,U40858@DOM1,C2893,C231
161626,U40304@DOM1,C14866,C586
161626,U40304@DOM1,C14866,C231
161804,U40880@DOM1,C3204,C467
161874,U40996@DOM1,C4643,C231
161916,U40189@DOM1,C13948,C5030
161926,U40380@DOM1,C15445,C529
161941,U40355@DOM1,C15268,C706
161980,U40158@DOM1,C13539,C1707
162067,U40750@DOM1,C24113,C1883
162067,U40751@DOM1,C24113,C1883
162108,U40430@DOM1,C16054,C359
162126,U40031@DOM1,C1108,C1685
162152,U41168@DOM1,C7954,C1685
162152,U41168@DOM1,C7954,C1707
162152,U41169@DOM1,C7954,C1707
162152,U41169@DOM1,C7954,C1685
162343,U40844@DOM1,C2772,C706
162343,U40845@DOM1,C2772,C706
162375,U40564@DOM1,C17733,C1685
162375,U40565@DOM1,C17733,C1685
162433,U40173@DOM1,C13717,C231
