142435,C4081,C5030
142502,C13218,C5900
142512,C23412,C359
142535,C1423,C706
142590,C2480,C231
142596,C3380,C22841
142605,C14483,C1685
142607,C13243,C1685
142607,C15235,C2109
142620,C5186,C586
142638,C2492,C457
142646,C17553,C1707
142713,C18345,C359
142742,C2321,C706
142768,C9219,C1685
142783,C24595,C1685
142784,C19131,C19131
142794,C9696,C706
142815,C14938,C706
142818,C2492,C457
142819,C1748,C1685
142830,C17365,C957
142835,C11336,C359
142836,C15753,C586
142839,C14445,C1707
142843,C9705,C1707
142855,C17536,C754
142888,C18184,C18184
142924,C1191,C5030
142925,C4858,C706
142969,C19517,C1707
142978,C13675,C706
142982,C2021,C231
142995,C13717,C2174
143005,C17155,C1707
143029,C13287,C706
143054,C1102,C586
143069,C2850,C612
143072,C2459,C1065
143082,C2320,C5136
143133,C14510,C23679
143139,C9578,C1685
143140,C12038,C706
143166,C2626,C706
143178,C2492,C457
143180,C24806,C1685
143186,C13316,C359
143189,C15526,C1707
143198,C17500,C5030
143206,C3380,C22841
143235,C13018,C1707
143238,C2492,C457
143278,C2827,C706
143287,C366,C1685
143310,C2683,C585
143316,C12745,C231
143358,C2492,C457
143383,C15450,C231
143386,C3664,C706
143399,C2320,C467
143406,C2758,C706
143406,C3863,C612
143409,C3451,C586
143412,C12106,C1707
143414,C1167,C1953
143417,C14216,C612
143418,C6937,C585
143454,C2278,C231
143529,C17082,C1685
143530,C17322,C231
143550,C1423,C1707
143584,C13431,C1685
143625,C4550,C5030
143628,C7298,C5364
143631,C14216,C529
143634,C14225,C1707
143635,C3380,C22841
143639,C14216,C1707
143648,C15114,C706
143676,C18304,C1685
143694,C3380,C22841
143714,C4112,C5030
143714,C4412,C1707
143717,C1453,C1685
143719,C10713,C3812
143726,C2077,C706
143729,C15445,C5030
143730,C15678,C5030
143731,C453,C1685
143731,C13661,C1685
143736,C4131,C5030
143737,C1796,C706
143768,C14700,C1685
143809,C12716,C5030
143860,C3534,C706
143867,C17660,C1685
143923,C421,C457
143960,C3664,C231
143961,C194,C1707
143989,C5939,C706
143995,C16204,C5030
144026,C12318,C5030
144026,C13726,C706
144065,C24710,C1707
144079,C6537,C5736
144079,C13218,C359
144100,C14589,C706
144103,C4914,C1707
144110,C409,C5030
144118,C18345,C1707
144131,C3380,C22841
144161,C13218,C359
144195,C366,C1707
144221,C3380,C22841
144238,C366,C706
144261,C13638,C706
144306,C1493,C706
144319,C2492,C457
144364,C709,C467
144366,C5763,C684
144379,C2492,C457
144381,C4291,C1944
144404,C14407,C1685
144405,C17246,C625
144413,C12682,C1685
144418,C2320,C5136
144422,C13960,C529
144423,C2459,C231
144424,C5763,C3909
144430,C17614,C586
144432,C1823,C245
144480,C14488,C529
144501,C14592,C706
144523,C1823,C2448
144533,C11161,C706
144565,C3380,C22841
144606,C12111,C706
144607,C13638,C5030
144611,C12172,C1685
144612,C3163,C1707
144619,C2492,C457
144627,C3380,C22841
144652,C1823,C1732
144658,C1191,C1707
144672,C2428,C467
144681,C15218,C1685
144681,C13960,C706
144715,C17465,C612
144722,C436,C5030
144725,C2428,C1065
144732,C3380,C22841
144734,C2320,C467
144738,C3554,C528
144742,C7298,C112
144743,C3990,C706
144755,C1936,C2079
144758,C4352,C586
144790,C354,C1707
144802,C1823,C25661
144812,C15218,C706
144823,C1823,C2448
144868,C10904,C1685
144901,C2166,C1003
144924,C1823,C1952
144947,C14744,C1707
144955,C15699,C1685
144961,C13183,C743
144981,C3374,C5030
144982,C8388,C743
144986,C992,C5030
144994,C11885,C5030
145012,C15207,C1707
145027,C9535,C754
145032,C1823,C2084
145032,C1823,C2368
145042,C16247,C5030
145061,C3380,C22841
145064,C16247,C231
145067,C14066,C1685
145075,C15644,C706
145081,C1823,C2841
145099,C17219,C1707
145106,C5788,C1685
145115,C1624,C5030
145136,C3554,C528
145165,C15618,C706
145170,C14280,C1685
145184,C15394,C5030
145212,C4508,C1065
145220,C5788,C359
145227,C2760,C706
145230,C14864,C706
145260,C11161,C5030
145266,C5763,C3909
145281,C3380,C22841
145294,C15753,C5030
145303,C2021,C706
145307,C9578,C586
145312,C14186,C1685
145316,C3165,C529
145340,C2769,C1950
145342,C3380,C22841
145370,C6346,C706
145380,C17465,C5030
145389,C13431,C1685
145418,C15180,C1685
145420,C13795,C706
145422,C5811,C706
145427,C15180,C5030
145452,C12147,C706
145454,C6810,C1685
145465,C3496,C1707
145474,C17400,C706
145484,C3664,C5030
145504,C6346,C1707
145539,C12682,C1685
145541,C12393,C706
145599,C5358,C1707
145600,C13669,C586
145602,C902,C1707
145622,C161,C359
145642,C13669,C467
145665,C17345,C1685
145669,C1142,C1707
145719,C14053,C5030
145729,C21792,C11580
145737,C11114,C706
145750,C337,C5030
145752,C15802,C706
145795,C17552,C586
145807,C2492,C457
145815,C15722,C612
145816,C15382,C3664
145820,C2492,C457
145844,C9578,C1707
145845,C992,C1707
145849,C14744,C1707
145872,C1435,C706
145880,C1800,C706
145895,C19,C1707
145900,C17065,C529
145923,C17065,C529
145923,C14917,C1707
145945,C2626,C230
145967,C1936,C2079
145968,C17065,C528
145972,C2573,C1065
145974,C14868,C5030
145990,C17065,C231
145991,C18255,C5900
145995,C8774,C5030
145996,C24057,C24057
146021,C17065,C231
146052,C17065,C231
146052,C3163,C5030
146053,C3380,C22841
146070,C2320,C467
146086,C6810,C706
146102,C13574,C5030
146106,C6503,C625
146150,C2772,C706
146155,C15005,C5030
146181,C12541,C706
146189,C15423,C706
146193,C3235,C706
146202,C15423,C231
146215,C14744,C706
146224,C17082,C5030
146235,C25129,C1883
146255,C3869,C706
146266,C14940,C5030
146269,C5461,C5030
146300,C2492,C457
146321,C15180,C1685
146335,C2475,C1707
146339,C5785,C1685
146340,C6346,C528
146375,C5794,C706
146379,C9219,C1685
146388,C6810,C586
146391,C24710,C5730
146395,C9696,C706
146406,C9426,C706
146408,C6346,C1707
146454,C14477,C706
146454,C14938,C5030
146486,C17365,C1707
146487,C3380,C22841
146488,C15005,C706
146494,C12745,C529
146523,C13911,C2174
146524,C1645,C1707
146524,C16675,C5736
146526,C17552,C1707
146537,C2749,C1707
146560,C2514,C706
146565,C16520,C5932
146568,C2496,C1685
146571,C1191,C5030
146579,C7298,C14258
146580,C2496,C5030
146584,C1357,C1685
146600,C2492,C457
146601,C354,C1707
146617,C14229,C1685
146667,C7298,C5306
146675,C17338,C1685
146720,C1108,C467
146763,C17553,C359
146776,C17553,C5900
146780,C2492,C457
146790,C2303,C231
146798,C19,C1707
146806,C15914,C586
146840,C4233,C1065
146848,C15397,C1065
146868,C3380,C22841
146877,C881,C5030
146892,C15397,C5030
146901,C16520,C585
146927,C14266,C1685
146929,C14121,C706
146930,C3374,C529
146933,C15397,C231
146977,C2668,C706
146992,C14938,C359
147039,C17536,C754
147064,C11004,C5720
147067,C484,C5030
147085,C19,C612
147096,C13988,C706
147142,C13303,C1685
147145,C14657,C5030
147178,C14229,C5030
147187,C4297,C706
147195,C15843,C706
147196,C14984,C706
147215,C14777,C1707
147231,C709,C1707
147260,C13754,C612
147260,C2492,C457
147287,C12613,C231
147288,C24595,C1707
147330,C4297,C231
147332,C1754,C529
147346,C12682,C5721
147365,C12745,C1685
147376,C15604,C231
147440,C23931,C1208
147486,C1357,C1685
147501,C2492,C457
147521,C3380,C22841
147534,C23804,C359
147570,C194,C1707
147580,C18217,C4417
147583,C13907,C706
147588,C5939,C706
147605,C2087,C528
147609,C608,C5030
147621,C2492,C457
147626,C17553,C1685
147636,C2428,C5030
147653,C1823,C3699
147655,C8958,C1685
147661,C3380,C22841
147663,C16711,C1883
147663,C14270,C1883
147663,C23396,C1883
147663,C25133,C1883
147665,C9063,C1883
147665,C12177,C1883
147667,C26717,C1883
147669,C24710,C1707
147669,C24710,C1685
147682,C1823,C1952
147684,C2428,C1065
147689,C14619,C1685
147690,C14527,C706
147701,C4297,C5030
147703,C11768,C1065
147705,C17552,C1065
147723,C10952,C1685
147737,C7954,C1685
147743,C2548,C5030
147744,C13754,C529
147819,C17680,C529
147820,C12135,C5720
147825,C17680,C231
147863,C15913,C359
147864,C17680,C706
147877,C3715,C625
147879,C14907,C1707
147887,C14445,C586
147913,C3380,C22841
147935,C14744,C2174
147935,C2584,C706
147939,C13519,C5720
147939,C13519,C585
147982,C24057,C1707
148005,C7298,C12552
148007,C6346,C625
148011,C6346,C586
148036,C13661,C1685
148038,C17682,C231
148045,C17552,C586
148077,C13519,C5030
148080,C14488,C467
148080,C13754,C529
148099,C3380,C22841
148105,C22226,C1707
148106,C12172,C612
148134,C2683,C706
148142,C6346,C528
148146,C13960,C5030
148156,C8310,C1707
148164,C2480,C10952
148170,C8540,C222
148177,C22479,C22479
148178,C9806,C1685
148181,C11885,C1685
148185,C9219,C1685
148207,C2492,C457
148210,C3380,C22841
148224,C23679,C23942
148249,C10529,C5030
148294,C4643,C586
148303,C2640,C706
148305,C4377,C5030
148319,C22467,C1707
148323,C17412,C2174
148355,C26743,C26743
148401,C2492,C457
148414,C11650,C11498
148420,C14229,C1685
148425,C4367,C22529
148448,C13754,C1685
148470,C13968,C5030
148478,C14804,C1707
148494,C15268,C706
148505,C14053,C1707
148511,C2299,C1685
148517,C4367,C706
148521,C8483,C742
148521,C8483,C1503
148523,C14592,C706
148527,C17553,C1707
148529,C2299,C706
148533,C3380,C22841
148579,C6346,C586
148612,C2827,C5030
148625,C11885,C5030
148634,C2475,C231
148641,C253,C706
148665,C11996,C706
148667,C4753,C1707
148668,C17090,C1707
148693,C16247,C706
148701,C2492,C457
148713,C5154,C1685
148713,C7040,C5782
148719,C3380,C22841
148762,C7040,C5782
148765,C2159,C5030
148767,C7040,C5782
148772,C5635,C1707
148785,C15394,C5030
148803,C4232,C706
148841,C4033,C528
148842,C436,C706
148851,C4033,C706
148852,C12406,C1707
148860,C3496,C5030
148878,C14678,C1707
148881,C2492,C457
148909,C2021,C706
148914,C58,C1065
148967,C16397,C1685
149013,C4618,C5030
149022,C5811,C706
149046,C15180,C5030
149065,C9535,C5030
149077,C2159,C231
149103,C3664,C5030
149133,C5111,C706
149141,C13669,C1685
149180,C2769,C5030
149182,C2492,C457
149190,C9578,C359
149199,C13124,C706
149215,C3380,C22841
149247,C3380,C22841
149260,C13667,C706
149274,C17660,C1707
149367,C15285,C5030
149372,C14253,C1685
149374,C14204,C1707
149401,C3380,C22841
149422,C2492,C457
149449,C3044,C706
149483,C6857,C586
149499,C9201,C1707
149507,C12406,C5720
149509,C9705,C5720
149514,C23640,C1707
149538,C5939,C612
149544,C16828,C3812
149556,C14202,C2109
149557,C13583,C1707
149667,C8483,C742
149706,C1823,C1732
149707,C2492,C457
149714,C1823,C2890
149745,C17500,C1685
149770,C2480,C17001
149776,C1823,C3078
149799,C2749,C5030
149817,C3165,C706
149824,C14186,C1685
149827,C1823,C3188
149829,C15640,C5030
149834,C1823,C3547
149853,C1823,C2805
149876,C1823,C4387
149896,C1823,C3077
149897,C17083,C1685
149905,C5794,C1707
149910,C1823,C3434
149927,C5461,C5030
149936,C16957,C1707
149954,C17338,C359
149954,C1823,C2890
149956,C1823,C1697
149959,C3380,C22841
149963,C64,C1707
149971,C13629,C706
149973,C1823,C1952
149974,C2320,C467
149975,C5794,C706
149982,C19131,C19131
149995,C17552,C706
149996,C9535,C706
150007,C24637,C2091
150027,C1453,C1685
150040,C3380,C22841
150047,C16247,C2174
150055,C1823,C1786
150061,C14122,C5030
150062,C14917,C706
150101,C1823,C779
150101,C2852,C1707
150118,C831,C1707
150134,C1645,C1707
150162,C3380,C22841
150168,C14692,C2174
150193,C15235,C528
150194,C1823,C2084
150195,C15235,C625
150211,C15235,C467
150230,C1823,C540
150246,C1796,C1707
150246,C13937,C5638
150251,C2749,C706
150295,C15001,C1707
150298,C14190,C1685
150306,C14519,C706
150332,C9705,C706
150342,C1645,C5030
150361,C14202,C2109
150382,C14202,C1065
150411,C17043,C706
150418,C14488,C706
150462,C17500,C5030
150470,C16825,C706
150485,C4377,C706
150508,C1823,C3739
150534,C13290,C706
150562,C1823,C25661
150563,C2492,C457
150606,C16520,C743
150618,C4835,C2685
150636,C631,C5030
150641,C3380,C22841
150690,C13303,C706
150703,C3380,C22841
150727,C16490,C231
150760,C14657,C5030
150763,C13898,C2303
150774,C14445,C586
150777,C13539,C586
150778,C16397,C1685
150785,C4581,C5030
150821,C14784,C1685
150828,C14777,C1707
150828,C14445,C467
150837,C2229,C457
150838,C2229,C528
150854,C14225,C1707
150872,C366,C5030
150878,C3204,C5030
150932,C13661,C1685
150984,C14519,C5030
151018,C3440,C231
151021,C831,C1707
151077,C3380,C22841
151088,C13948,C1685
151099,C2320,C5136
151126,C15445,C706
151137,C3380,C22841
151145,C15678,C586
151157,C10951,C706
151161,C10925,C1685
151182,C13190,C12837
151183,C13907,C706
151215,C4165,C5030
151256,C2428,C5030
151257,C10925,C706
151263,C4352,C1685
151263,C24436,C24436
151272,C18345,C359
151274,C13907,C5030
151283,C8310,C706
151287,C16490,C5030
151287,C12318,C5030
151302,C3591,C5030
151414,C13285,C2683
151421,C3380,C22841
151443,C3587,C1065
151444,C3715,C1707
151470,C366,C1707
151510,C3666,C529
151540,C13023,C1707
151548,C13937,C5030
151551,C17500,C1685
151563,C17552,C706
151569,C4618,C231
151571,C2640,C231
151589,C14540,C706
151636,C16242,C1685
151658,C17246,C359
151670,C14678,C5030
151682,C4914,C5030
151692,C18345,C359
151698,C13519,C5030
151700,C17083,C1685
151709,C11161,C1685
151721,C3380,C22841
151742,C7312,C706
151757,C3380,C22841
151758,C3026,C921
151768,C14445,C586
151780,C4559,C5030
151790,C11885,C1685
151813,C15767,C5030
151854,C14445,C1707
151860,C1300,C1707
151883,C2492,C457
151900,C15753,C706
151908,C22976,C1685
151940,C14818,C586
151946,C3990,C706
151952,C2320,C467
151990,C4722,C706
152007,C15007,C1707
152021,C3380,C22841
152035,C6367,C1707
152048,C25022,C1685
152049,C2493,C706
152051,C1796,C1707
152095,C3591,C706
152106,C10116,C1065
152129,C2299,C706
152133,C282,C586
152140,C3030,C706
152144,C14713,C1685
152148,C14870,C706
152152,C15129,C467
152152,C14557,C5030
152174,C14818,C231
152174,C9921,C5030
152196,C2159,C706
152242,C6857,C529
152272,C14266,C1685
152298,C3380,C22841
152304,C2492,C457
152325,C2032,C706
152350,C5763,C17716
152366,C11142,C5030
152398,C14445,C586
152407,C2492,C457
152410,C13717,C706
152420,C3484,C5030
152462,C17500,C625
152483,C2769,C1533
152497,C11996,C1707
152501,C17552,C2174
152534,C12682,C1685
152535,C21561,C21561
152546,C17082,C1685
152551,C17500,C5030
152565,C17682,C1707
152569,C5909,C467
152575,C1423,C1707
152580,C14488,C2109
152588,C5909,C529
152590,C5909,C529
152603,C17500,C5030
152617,C5909,C529
152645,C5909,C529
152653,C17465,C5030
152727,C1506,C1707
152727,C5909,C528
152731,C1453,C1685
152745,C13669,C1685
152751,C5909,C529
152752,C14864,C5030
152770,C5909,C529
152772,C5909,C529
152780,C5909,C529
152797,C2436,C1707
152854,C17400,C706
152879,C5909,C529
152885,C5909,C529
152892,C12654,C467
152908,C3380,C22841
152917,C3534,C2174
152944,C354,C1707
152952,C4513,C706
152978,C26717,C1685
152984,C274,C1685
152998,C6367,C706
153026,C894,C467
153058,C14488,C612
153076,C1515,C5030
153097,C4508,C5030
153103,C2320,C5136
153104,C24637,C1707
153187,C5763,C21245
153202,C1653,C5030
153215,C1506,C1707
153263,C5909,C586
153289,C9696,C528
153289,C9696,C586
153304,C3163,C5030
153308,C17083,C1685
153354,C15626,C5030
153418,C17500,C457
153418,C3165,C706
153433,C14186,C1685
153444,C2492,C457
153480,C14488,C528
153497,C15001,C706
153499,C17500,C612
153503,C17083,C1685
153529,C15556,C1685
153538,C13631,C359
153572,C64,C1707
153609,C9426,C706
153613,C17338,C359
153636,C12016,C1707
153640,C3380,C22841
153643,C17682,C706
153672,C17500,C625
153677,C14122,C5030
153684,C2662,C529
153686,C2871,C1685
153711,C2852,C1707
153711,C768,C1685
153727,C831,C1707
153786,C16653,C706
153795,C3616,C706
153803,C3380,C22841
153803,C2459,C1707
153818,C17500,C467
153824,C2548,C706
153840,C6367,C1707
153849,C3238,C5030
153856,C709,C5030
153857,C2229,C706
153877,C14253,C1685
153878,C26717,C1707
153882,C15187,C5030
153882,C15187,C612
153884,C15187,C529
153884,C15187,C1065
153891,C13316,C706
153909,C2548,C528
153919,C3021,C5030
153925,C2492,C457
153925,C5043,C5030
153939,C992,C706
153940,C15615,C5030
153953,C17500,C706
153955,C15767,C1685
153964,C4081,C231
153969,C3165,C612
153984,C1645,C5030
154047,C17552,C457
154058,C1453,C706
154122,C6857,C706
154129,C1357,C1685
154160,C4232,C5030
154185,C920,C1685
154198,C25133,C1707
154285,C2492,C457
154288,C13431,C706
154313,C3165,C706
154342,C14557,C706
154361,C3380,C22841
154379,C5909,C1707
154380,C14488,C467
154392,C3457,C1707
154396,C14984,C706
154398,C15235,C1261
154413,C13431,C1685
154423,C3380,C22841
154433,C3380,C22841
154435,C17500,C231
154475,C515,C706
154507,C5909,C457
154533,C13661,C1685
154534,C14540,C1707
154555,C3380,C22841
154557,C14856,C706
154602,C15678,C5030
154613,C421,C706
154677,C3380,C22841
154696,C25022,C22235
154721,C15268,C1707
154759,C10951,C706
154833,C20312,C1685
154836,C14592,C1685
154852,C13303,C5736
154856,C15767,C1685
154862,C24436,C24436
154865,C375,C1685
154870,C15160,C706
154877,C24710,C1707
154877,C12654,C625
154885,C2492,C457
154898,C15450,C231
154898,C15394,C1707
154899,C14619,C2109
154907,C11743,C1685
154909,C3715,C5736
154912,C16247,C2174
154913,C1108,C1685
154914,C11768,C529
154916,C15450,C528
154952,C4297,C5030
154967,C4616,C706
154993,C17500,C1685
155022,C1506,C1707
155029,C14907,C1707
155043,C3380,C22841
155061,C13638,C706
155068,C18636,C96
155105,C3380,C22841
155194,C2278,C706
155195,C15207,C5030
155209,C15266,C1685
155237,C14186,C1685
155245,C2492,C457
155255,C13661,C1685
155273,C17412,C1821
155281,C6857,C586
155294,C5774,C706
155309,C3198,C1685
155317,C4914,C5030
155344,C7312,C706
155345,C3906,C1707
155408,C1750,C706
155409,C3380,C22841
155423,C13898,C706
155425,C2492,C457
155448,C15767,C5030
155489,C5893,C2109
155546,C2492,C457
155551,C14700,C5030
155589,C14903,C612
155612,C3869,C5030
155616,C436,C5030
155621,C3380,C22841
155633,C4367,C5030
155693,C17552,C706
155708,C22442,C359
155714,C3380,C22841
155718,C1748,C706
155720,C843,C1707
155722,C58,C706
155726,C2492,C457
155761,C14557,C5030
155772,C13968,C5030
155793,C920,C529
155794,C18184,C16112
155795,C4254,C706
155797,C1823,C2084
155834,C1823,C2136
155844,C5909,C612
155924,C1823,C2890
155945,C1823,C1703
155981,C3380,C22529
155986,C3030,C467
155987,C1936,C5640
156006,C4232,C706
156010,C13717,C706
156013,C3260,C706
156023,C1905,C706
156026,C2492,C457
156026,C14809,C706
156043,C920,C1065
156055,C1506,C706
156108,C11996,C1707
156146,C1936,C1685
156151,C2303,C5030
156152,C122,C706
156153,C17082,C1685
156186,C3204,C1707
156189,C5909,C1707
156206,C16397,C1685
156229,C8914,C706
156233,C4081,C586
156237,C15609,C1685
156242,C2760,C5030
156249,C15180,C1685
156279,C15609,C706
156297,C15644,C1707
156300,C5834,C586
156301,C5834,C528
156302,C5834,C528
156346,C14179,C1707
156376,C5834,C586
156377,C5834,C1707
156406,C2475,C706
156410,C1823,C3739
156418,C768,C1685
156420,C453,C706
156423,C2604,C1685
156436,C14179,C706
156443,C5834,C586
156445,C14993,C706
156446,C3380,C22841
156448,C5834,C528
156486,C5834,C586
156490,C5834,C586
156509,C14425,C1707
156509,C14425,C1685
156515,C5834,C467
156517,C3534,C2174
156522,C14247,C706
156551,C11114,C706
156568,C3380,C22841
156573,C1295,C528
156588,C253,C5030
156602,C5828,C467
156612,C5834,C467
156638,C14296,C706
156648,C5834,C706
156659,C15767,C1685
156686,C2492,C457
156707,C9201,C1685
156733,C13717,C5030
156817,C3496,C706
156844,C17055,C231
156864,C12766,C706
156879,C5332,C5721
156907,C2492,C457
156935,C1142,C1707
156975,C4651,C529
156995,C3380,C22841
157038,C3235,C1707
157048,C14494,C706
157085,C17055,C754
157112,C2320,C5136
157175,C5794,C706
157194,C9715,C1685
157201,C17338,C706
157202,C17009,C1707
157218,C14247,C1685
157236,C5782,C10293
157236,C5782,C18234
157238,C1453,C1685
157254,C14477,C706
157269,C5111,C1685
157274,C1300,C1707
157301,C3030,C1707
157311,C2989,C706
157327,C5828,C1707
157336,C831,C1707
157347,C2492,C457
157398,C12393,C5030
157398,C12427,C706
157403,C2496,C1685
157416,C15007,C1707
157420,C17731,C231
157425,C5763,C8772
157435,C14229,C1685
157436,C1191,C5030
157443,C2496,C706
157453,C25022,C1685
157483,C11315,C706
157513,C12745,C5030
157527,C2492,C457
157539,C992,C706
157552,C831,C1707
157570,C2584,C612
157570,C375,C1685
157584,C23931,C1685
157586,C3380,C22841
157601,C3629,C5030
157602,C22724,C22724
157609,C11455,C706
157626,C14296,C359
157720,C18636,C1685
157720,C14993,C5030
157729,C3444,C612
157773,C17076,C2174
157776,C17076,C231
157797,C920,C1685
157813,C768,C1685
157862,C3198,C1685
157867,C2436,C706
157877,C23724,C1685
157880,C14657,C1685
157893,C631,C5030
157904,C58,C231
157911,C3380,C22841
157918,C3629,C231
157931,C13539,C1707
157936,C14557,C1707
157949,C12682,C1685
157951,C6897,C706
157952,C15753,C1707
157957,C17082,C1685
157961,C1453,C5030
158049,C12707,C529
158056,C709,C1707
158075,C6857,C1685
158113,C14494,C5030
158148,C5279,C1707
158236,C23931,C23931
158256,C5279,C706
158260,C15180,C1685
158277,C3380,C22841
158278,C5909,C529
158281,C15445,C5030
158284,C17660,C1685
158317,C3451,C2174
158336,C5909,C528
158396,C1800,C625
158399,C3380,C22841
158429,C4513,C467
158437,C20312,C1707
158439,C15394,C706
158461,C1936,C1944
158466,C1108,C706
158499,C3235,C5030
158511,C375,C5030
158514,C11768,C2109
158516,C3380,C22841
158517,C11768,C467
158520,C1108,C1685
158555,C4297,C5030
158582,C13583,C1707
158604,C10951,C1685
158615,C17219,C1685
158626,C25022,C22235
158633,C14907,C1707
158659,C14777,C1685
158704,C25133,C1707
158715,C17412,C5030
158740,C2584,C706
158775,C3451,C5030
158848,C2492,C457
158851,C10529,C1707
158861,C3587,C231
158865,C14640,C706
158869,C3715,C529
158906,C5909,C1707
158934,C3587,C5030
159009,C5381,C625
159023,C9219,C1685
159032,C5817,C1707
159100,C15753,C706
159103,C4722,C231
159110,C894,C706
159115,C2320,C5136
159122,C5909,C457
159124,C13960,C706
159136,C3380,C22841
159148,C2492,C457
159162,C1936,C2079
159204,C409,C1685
159212,C5909,C528
159213,C5909,C528
159230,C5817,C5782
159268,C1804,C706
159302,C18184,C18184
159318,C15001,C1707
159326,C657,C231
159336,C10713,C5030
159364,C15767,C1685
159461,C22724,C1685
159465,C11996,C706
159479,C2850,C359
159508,C3380,C22841
159539,C1823,C61
159555,C1823,C1891
159568,C2492,C457
159582,C1191,C231
159583,C3380,C22529
159623,C3629,C706
159625,C3544,C706
159639,C1191,C102
159646,C14014,C1707
159670,C657,C229
159725,C2021,C706
159780,C14488,C612
159802,C3380,C22841
159811,C5909,C1707
159820,C657,C706
159822,C5811,C706
159868,C2492,C457
159894,C5913,C625
159924,C3380,C22841
159928,C1506,C1707
159940,C3381,C706
159950,C12682,C1685
159952,C15615,C1685
159954,C7312,C448
159970,C7863,C231
159988,C2492,C457
159991,C23942,C23679
159999,C27086,C1707
160006,C23716,C5782
160010,C23716,C5782
160010,C5913,C625
160020,C453,C706
160048,C23716,C5782
160070,C23716,C5782
160115,C2827,C1685
160119,C2749,C1685
160144,C3554,C1685
160201,C194,C1707
160214,C4693,C5030
160221,C15001,C1707
160233,C14053,C1707
160236,C515,C5030
160248,C14870,C5030
